value,lat,lon,desc
1,33.4978905,-117.66539,"San Juan Capistrano, CA"
1,33.1408615,-117.1588211,"San Marcos, CA"
4,37.5470314,-122.314827,"San Mateo, CA"
1,37.9745712,-122.5324707,"San Rafael, CA"
1,37.7794914,-121.9690399,"San Ramon, CA"
2,37.5229111,-77.3129807,"Sandston, VA"
1,33.9248314,-84.3790817,"Sandy Springs, GA"
1,40.5701294,-111.8954697,"Sandy, UT"
4,33.7495804,-117.8742981,"Santa Ana, CA"
9,34.4193802,-119.6990509,"Santa Barbara, CA"
3,37.3557396,-121.9549866,"Santa Clara, CA"
3,36.9740181,-122.0309525,"Santa Cruz, CA"
5,35.6916809,-105.9379578,"Santa Fe, NM"
9,34.0115585,-118.4922867,"Santa Monica, CA"
6,27.3388805,-82.5396271,"Sarasota, FL"
2,43.0839005,-73.7845001,"Saratoga Springs, NY"
1,42.4653206,-71.009697,"Saugus, MA"
8,32.0809097,-81.0911865,"Savannah, GA"
3,40.9882317,-73.7968063,"Scarsdale, NY"
1,42.0260086,-88.0655289,"Schaumburg, IL"
3,42.8122482,-73.9410172,"Schenectady, NY"
1,37.7927513,-78.6994019,"Schuyler, VA"
1,37.0497818,-122.0185165,"Scotts Valley, CA"
1,34.6852112,-86.0946198,"Scottsboro, AL"
6,33.4939995,-111.9206924,"Scottsdale, AZ"
1,37.7975998,-78.4873962,"Scottsville, VA"
1,30.3176098,-86.1291504,"Seagrove Beach, FL"
62,47.603569,-122.3294525,"Seattle, WA"
1,38.401741,-122.8252487,"Sebastopol, CA"
1,27.4959698,-81.4407883,"Sebring, FL"
1,48.5087318,-122.2385712,"Sedro-Woolley, WA"
1,40.3624687,-75.3097382,"Sellersville, PA"
1,39.0740814,-76.543869,"Severna Park, MD"
1,40.5381088,-80.180191,"Sewickley, PA"
1,41.4701118,-81.5650024,"Shaker Heights, OH"
1,35.4830208,-86.4599915,"Shelbyville, TN"
1,39.4305801,-77.8050308,"Shepherdstown, WV"
1,45.0967293,-123.3953934,"Sheridan, OR"
1,44.7976913,-106.9558716,"Sheridan, WY"
2,34.1503868,-118.4418106,"Sherman Oaks, CA"
1,40.0416985,-77.5382996,"Shippensburg, PA"
1,40.8006287,-72.8721924,"Shirley, NY"
2,40.7463493,-74.3291397,"Short Hills, NJ"
3,32.5146103,-93.7472687,"Shreveport, LA"
1,39.7947502,-76.6785126,"Shrewsbury, PA"
1,35.1222687,-85.3453217,"Signal Mountain, TN"
27,38.9966812,-77.0288696,"Silver Spring, MD"
1,47.6514893,-122.6929932,"Silverdale, WA"
1,34.7383308,-82.2556,"Simpsonville, SC"
2,41.8798409,-72.8001709,"Simsbury, CT"
1,43.5453491,-96.7312775,"Sioux Falls, SD"
1,40.428669,-74.6993713,"Skillman, NJ"
1,42.0263405,-87.7556763,"Skokie, IL"
1,38.4203796,-80.0446167,"Slatyfork, WV"
1,36.9813385,-76.6339264,"Smithfield, VA"
1,30.0086803,-97.1600494,"Smithville, TX"
1,38.4198418,-79.9971237,"Snowshoe, WV"
1,32.9873505,-117.2706909,"Solana Beach, CA"
2,41.3871193,-81.4344025,"Solon, OH"
2,37.093399,-84.6008377,"Somerset, KY"
1,40.4983292,-74.5229721,"Somerset, NJ"
1,37.9832916,-120.3821869,"Sonora, CA"
1,40.3131294,-75.3293228,"Souderton, PA"
4,41.6790504,-86.2540436,"South Bend, IN"
4,36.6988602,-78.9013214,"South Boston, VA"
1,38.3666801,-81.6936569,"South Charleston, WV"
1,42.4676399,-72.5919724,"South Deerfield, MA"
1,36.7267418,-78.1299133,"South Hill, VA"
1,40.7473412,-74.2582626,"South Orange, NJ"
1,34.115799,-118.1521301,"South Pasadena, CA"
1,38.9199791,-77.5051193,"South Riding, VA"
2,37.6560593,-122.4141769,"South San Francisco, CA"
1,41.233799,-76.9942093,"South Williamsport, PA"
1,42.3057594,-71.5319366,"Southborough, MA"
2,42.4817505,-83.2409286,"Southfield, MI"
2,32.9544373,-97.1501617,"Southlake, TX"
2,41.1335793,-73.2818985,"Southport, CT"
1,39.5408211,-76.6490021,"Sparks, MD"
5,34.9482498,-81.9348679,"Spartanburg, SC"
1,38.6562805,-78.2247696,"Sperryville, VA"
1,38.185379,-77.656723,Spotsylvania
1,35.1724586,-78.9757385,"Spring Lake, NC"
1,39.8010483,-89.6436005,"Springfield, IL"
1,37.2089691,-93.2915573,"Springfield, MO"
16,38.7790413,-77.1916504,"Springfield, VA"
1,44.8122482,-73.1138,"St Albans, VT"
2,29.8920994,-81.31427,"St Augustine, FL"
1,37.1090698,-113.5832977,"St George, UT"
26,38.6277504,-90.1995621,"St Louis, MO"
3,44.943821,-93.0933228,"St Paul, MN"
1,36.9006996,-82.3161011,"St Paul, VA"
2,27.7455006,-82.7504196,"St Pete Beach, FL"
4,27.7711906,-82.6387634,"St Petersburg, FL"
1,31.13521,-81.39077,"St Simons Island, GA"
2,38.4206886,-77.4572678,Stafford
4,38.4228783,-77.4081726,"Stafford, VA"
13,41.0518188,-73.5422287,"Stamford, CT"
1,38.2973709,-78.4406433,"Stanardsville, VA"
1,37.4296303,-122.164772,"Stanford, CA"
1,36.7431488,-79.9617996,"Stanleytown, VA"
2,40.7937317,-77.8607025,"State College, PA"
2,40.6424408,-74.0752792,"Staten Island, NY"
2,32.4489098,-81.7833328,"Statesboro, GA"
14,38.1500092,-79.0727234,"Staunton, VA"
2,40.4878502,-106.8363876,"Steamboat Springs, CO"
14,39.0076828,-77.3928528,"Sterling, VA"
1,38.9830208,-76.3126221,"Stevensville, MD"
2,37.9536705,-121.2907486,"Stockton, CA"
1,33.4225807,-90.9173584,"Stoneville, MS"
1,40.9128304,-73.1399231,"Stony Brook, NY"
1,41.8084793,-72.249939,"Storrs, CT"
1,38.9890518,-78.3586502,"Strasburg, VA"
1,41.1985588,-73.1335526,"Stratford, CT"
1,40.9852409,-75.1944885,"Stroudsburg, PA"
4,27.1999893,-80.2553635,"Stuart, FL"
2,44.8351898,-87.3706589,"Sturgeon Bay, WI"
3,42.3853798,-71.408638,"Sudbury, MA"
1,41.1148415,-74.1495514,"Suffern, NY"
7,36.7311516,-76.5889511,"Suffolk, VA"
2,29.6329594,-95.5994492,"Sugar Land, TX"
1,38.2811317,-80.8520813,"Summersville, WV"
2,33.0038986,-80.1688004,"Summerville, SC"
2,40.7175102,-74.3621292,"Summit, NJ"
2,33.9243393,-80.3423615,"Sumter, SC"
3,37.3717117,-122.038002,"Sunnyvale, CA"
1,38.0991402,-77.1345978,"Supply, VA"
2,39.9008789,-75.3479385,"Swarthmore, PA"
1,41.2919617,-75.8795471,"Swoyersville, PA"
6,43.0499916,-76.1473923,"Syracuse, NY"
1,47.2551308,-122.4416428,"Tacoma, WA"
1,41.4065208,-75.1833267,"Tafton, PA"
3,30.4397697,-84.2806473,"Tallahassee, FL"
28,27.9465294,-82.4592667,"Tampa, FL"
2,37.9286194,-76.8612137,"Tappahannock, VA"
4,41.0800705,-73.8586502,"Tarrytown, NY"
1,37.116169,-81.5186691,"Tazewell, VA"
1,40.8868713,-74.0194931,"Teaneck, NJ"
2,37.9381599,-107.8111801,"Telluride, CO"
2,33.4255104,-111.9374237,"Tempe, AZ"
2,38.8621483,-77.7728577,"The Plains, VA"
3,30.1575203,-95.4557724,"The Woodlands, TX"
1,30.8364201,-83.9804916,"Thomasville, GA"
1,39.9958,-75.747261,"Thorndale, PA"
1,39.8692017,-104.9848175,"Thornton, CO"
1,39.9074593,-75.5313873,"Thornton, PA"
2,34.18536,-118.8927765,"Thousand Oaks, CA"
1,37.8811798,-122.4658279,"Tiburon, CA"
1,43.4486885,-73.0501709,"Tinmouth, VT"
2,41.6538086,-83.5362625,"Toledo, OH"
1,34.15308,-118.3597565,"Toluca Lake, CA"
2,39.9528809,-74.1937866,"Toms River, NJ"
1,39.0492783,-95.6711807,"Topeka, KS"
1,34.4696007,-77.4719009,"Topsail Island, NC"
1,33.8366585,-118.3416595,"Torrance, CA"
5,39.3999405,-76.6053619,"Towson, MD"
2,44.7787018,-85.6520996,"Traverse City, MI"
5,40.2178802,-74.7593994,"Trenton, NJ"
1,38.0509911,-78.0749664,"Trevilians, VA"
1,36.70224,-81.4409103,"Trout Dale, VA"
1,42.7344894,-73.6880875,"Troy, NY"
1,37.9406586,-78.2451401,"Troy, VA"
1,39.3261185,-120.2121506,"Truckee, CA"
1,45.3768997,-122.7399979,"Tualatin, OR"
11,32.22155,-110.9697571,"Tucson, AZ"
1,42.7978592,-76.1114807,"Tully, NY"
2,36.1497383,-95.9933319,"Tulsa, OK"
2,34.2574081,-88.7078323,"Tupelo, MS"
1,33.2104912,-87.5659332,"Tuscaloosa, AL"
1,33.7433205,-117.8188171,"Tustin, CA"
1,32.3474693,-95.2942963,"Tyler, TX"
1,38.9230118,-77.2262878,"Tysons Corner, VA"
1,37.588829,-122.0275116,"Union City, CA"
3,39.9020996,-79.7241821,"Uniontown, PA"
1,46.5390587,-117.0874176,"Uniontown, WA"
3,38.8185005,-76.7500687,"Upper Marlboro, MD"
1,39.5625305,-76.8354263,"Upperco, MD"
2,37.6344604,-76.5744095,"Urbanna, VA"
3,40.0996704,-75.4568176,"Valley Forge, PA"
1,45.6322098,-122.6715622,"Vancouver, WA"
2,33.991745,-118.4626083,"Venice, CA"
2,27.0994396,-82.4500122,"Venice, FL"
1,41.8681602,-72.4599609,"Vernon, CT"
5,27.6388493,-80.3942184,"Vero Beach, FL"
1,40.8319206,-74.2460709,"Verona, NJ"
1,38.2028008,-79.0076218,"Verona, VA"
1,38.485611,-75.8263779,"Vienna, MD"
34,38.9003716,-77.263649,"Vienna, VA"
1,37.2761993,-79.8998718,"Vinton, VA"
73,36.7550201,-76.0591965,"Virginia Beach, VA"
2,39.8549995,-74.9837723,"Voorhees, NJ"
1,42.651001,-73.9292068,"Voorheesville, NY"
1,31.5718193,-97.149498,"Waco, TX"
1,40.1528893,-74.0627975,"Wall Township, NJ"
1,39.8933907,-75.3657532,"Wallingford, PA"
1,34.0260811,-117.8417969,"Walnut, CA"
5,42.3764381,-71.235321,"Waltham, MA"
1,38.0505791,-79.7869263,"Warm Springs, VA"
1,40.205471,-75.1000671,"Warminster, PA"
9,38.7136192,-77.7955093,"Warrenton, VA"
1,37.9583397,-76.7571869,"Warsaw, VA"
2,41.6985893,-71.4616776,"Warwick, RI"
356,38.8903694,-77.0319595,"Washington, DC"
1,40.6362495,-74.4529572,"Watchung, NJ"
1,42.6699219,-83.3887482,"Waterford, MI"
1,42.3676109,-71.1878815,"Watertown, MA"
1,42.3620796,-87.8338699,"Waukegan, IL"
1,39.9022293,-75.4596024,"Wawa, PA"
1,40.0450516,-75.3912506,"Wayne, PA"
12,38.0654716,-78.8909836,"Waynesboro, VA"
1,37.6535416,-76.4497528,"Weems, VA"
1,35.9096107,-80.2553177,"Welcome, NC"
1,42.3186569,-71.2815475,"Wellesley HIlls, MA"
4,39.9635086,-75.5984802,"West Chester, PA"
2,41.75877,-72.7444305,"West Hartford, CT"
1,34.0906792,-118.3709335,"West Hollywood, CA"
10,26.7143898,-80.0531921,"West Palm Beach, FL"
1,37.5365715,-76.8001785,"West Point, VA"
1,44.6622391,-111.1010971,"West Yellowstone, MT"
1,42.2687988,-71.6138611,"Westborough, MA"
1,38.1360283,-105.4670792,"Westcliffe, CO"
1,41.3768806,-71.8292236,"Westerly, RI"
2,40.1257706,-82.9315414,"Westerville, OH"
1,40.6543884,-74.3454437,"Westfield, NJ"
2,34.1493607,-118.8188629,"Westlake Village, CA"
2,34.0581017,-118.2720032,"Westlake, CA"
1,39.5744781,-76.9925613,"Westminster, MD"
1,38.1127892,-76.8000183,Westmoreland
1,41.2243614,-73.3830032,"Weston, CT"
2,26.08465,-80.3711014,"Weston, FL"
1,40.534771,-74.5914612,"Weston, NJ"
8,41.1245117,-73.3719101,"Saugatuck, CT"
1,42.2271881,-71.2218399,"Westwood, MA"
3,39.0430298,-77.0510025,"Wheaton, MD"
3,40.0639801,-80.7214127,"Wheeling, WV"
4,41.0335388,-73.7641525,"White Plains, NY"
1,37.6479988,-76.3901291,"White Stone, VA"
1,44.7677307,-67.2246094,"Whiting, ME"
3,37.6869812,-97.3355789,"Wichita, KS"
1,37.814209,-76.3783493,"Wicomico Church, VA"
2,41.2427483,-75.8770905,"Wilkes-Barre, PA"
20,37.2756004,-76.7097168,"Williamsburg, VA"
1,41.2409401,-77.0014114,"Williamsport, PA"
2,42.7100906,-73.2044601,"Williamstown, MA"
1,45.1218987,-95.0432968,"Willmar, MN"
1,42.0756187,-87.7077103,"Wilmette, IL"
25,39.7402306,-75.5508423,"Wilmington, DE"
8,34.2349701,-77.9459915,"Wilmington, NC"
1,35.7216911,-77.9161377,"Wilson, NC"
1,41.1906204,-73.4272614,"Wilton, CT"
1,42.4531403,-71.134079,"Winchester, MA"
16,39.1839981,-78.1640472,"Winchester, VA"
1,28.4954605,-81.5357513,"Windermere, FL"
1,41.8517494,-72.6435089,"Windsor, CT"
1,36.0996208,-80.2410889,"Winston-Salem, NC"
15,36.0996208,-80.2410889,"Winston-Salem, NC"
4,28.5945702,-81.350708,"Winter Park, FL"
1,37.886219,-78.8972626,"Wintergreen, VA"
1,44.3931885,-89.8163681,"Wisconsin Rapids, WI"
2,36.9761314,-82.5764771,"Wise, VA"
1,39.0644302,-84.2789688,"Withamsville, OH"
1,42.4792213,-71.1506119,"Woburn, MA"
1,40.5555191,-74.276062,"Woodbridge, NJ"
14,38.6605911,-77.2478714,"Woodbridge, VA"
1,34.1661758,-118.6048813,"Woodland Hills, CA"
1,30.1575203,-95.4557724,"The Woodlands, TX"
1,37.4293098,-122.2530975,"Woodside, CA"
2,43.6253815,-72.5176392,"Woodstock, VT"
3,38.8902092,-78.4984894,"Woodstock, VA"
1,44.1426697,-72.0242691,"Woodsville, NH"
2,42.2634087,-71.8021927,"Worcester, MA"
1,40.0984612,-83.0174713,"Worthington, OH"
1,40.2644501,-74.9924698,"Wrightstown Township, PA"
1,40.0031395,-75.2692871,"Wynnewood, PA"
2,39.1181717,-75.5596924,"Wyoming, DE"
3,36.9498405,-81.0835266,"Wytheville, VA"
3,43.800869,-70.1873627,"Yarmouth, ME"
1,39.8032417,-83.8906479,"Yellow Springs, OH"
2,39.9645309,-76.7242889,"York, PA"
3,37.2352715,-76.5121231,"Yorktown, VA"
1,42.2408104,-83.6130905,"Ypsilanti, MI"
1,32.6848488,-114.6246109,"Yuma, AZ"
1,37.9716301,-78.2187271,"Zion Crossroads, VA"
2,39.9502296,-86.2621613,"Zionsville, IN"
